Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final,Loja
3106,2019-01-18,1,Tênis Estampa,2,256,512,Iguatemi Esplanada
3106,2019-01-18,1,Meia Estampa,1,50,50,Iguatemi Esplanada
3121,2019-01-18,1,Gorro Xadrez,1,85,85,Iguatemi Esplanada
3121,2019-01-18,1,Cinto,1,200,200,Iguatemi Esplanada
3150,2019-01-18,1,Polo Linho,3,176,528,Iguatemi Esplanada
3157,2019-01-18,1,Camisa Xadrez,2,105,210,Iguatemi Esplanada
3157,2019-01-18,1,Bermuda Listrado,1,163,163,Iguatemi Esplanada
3183,2019-01-18,1,Pulseira Listrado,2,79,158,Iguatemi Esplanada
3183,2019-01-18,1,Cueca Estampa,2,66,132,Iguatemi Esplanada
3184,2019-01-18,1,Camisa,2,100,200,Iguatemi Esplanada
3346,2019-01-19,1,Relógio Linho,1,240,240,Iguatemi Esplanada
3352,2019-01-19,1,Sapato,2,350,700,Iguatemi Esplanada
3352,2019-01-19,1,Camisa Linho,1,141,141,Iguatemi Esplanada
3353,2019-01-19,1,Camisa Estampa,2,113,226,Iguatemi Esplanada
3364,2019-01-19,1,Short Linho,3,133,399,Iguatemi Esplanada
3412,2019-01-19,1,Camisa Gola V Xadrez,1,107,107,Iguatemi Esplanada
3412,2019-01-19,1,Calça Listrado,3,181,543,Iguatemi Esplanada
3412,2019-01-19,1,Calça Estampa,2,177,354,Iguatemi Esplanada
3412,2019-01-19,1,Polo Xadrez,2,142,284,Iguatemi Esplanada
3423,2019-01-19,1,Sunga Liso,3,114,342,Iguatemi Esplanada
3423,2019-01-19,1,Bermuda Estampa,2,169,338,Iguatemi Esplanada
3462,2019-01-19,1,Tênis Linho,1,294,294,Iguatemi Esplanada
3474,2019-01-20,1,Bermuda Linho,1,195,195,Iguatemi Esplanada
3483,2019-01-20,1,Bermuda Xadrez,3,155,465,Iguatemi Esplanada
3500,2019-01-20,1,Camisa Gola V Listrado,1,116,116,Iguatemi Esplanada
3500,2019-01-20,1,Bermuda Linho,3,195,585,Iguatemi Esplanada
3500,2019-01-20,1,Gorro,4,80,320,Iguatemi Esplanada
3506,2019-01-20,1,Bermuda Listrado,4,163,652,Iguatemi Esplanada
3506,2019-01-20,1,Mochila Linho,5,311,1555,Iguatemi Esplanada
3511,2019-01-20,1,Chinelo Linho,4,105,420,Iguatemi Esplanada
3511,2019-01-20,1,Tênis Xadrez,3,259,777,Iguatemi Esplanada
3511,2019-01-20,1,Sapato Xadrez,1,368,368,Iguatemi Esplanada
3520,2019-01-20,1,Casaco Linho,5,299,1495,Iguatemi Esplanada
3524,2019-01-20,1,Terno Liso,4,720,2880,Iguatemi Esplanada
3532,2019-01-20,1,Terno Estampa,1,706,706,Iguatemi Esplanada
3532,2019-01-20,1,Cinto Xadrez,5,215,1075,Iguatemi Esplanada
3550,2019-01-20,1,Polo Estampa,2,138,276,Iguatemi Esplanada
3550,2019-01-20,1,Bermuda Linho,2,195,390,Iguatemi Esplanada
3550,2019-01-20,1,Sapato,3,350,1050,Iguatemi Esplanada
3609,2019-01-20,1,Mochila Xadrez,3,283,849,Iguatemi Esplanada
3632,2019-01-20,1,Tênis Xadrez,3,259,777,Iguatemi Esplanada
3645,2019-01-21,1,Terno,3,700,2100,Iguatemi Esplanada
3645,2019-01-21,1,Polo Listrado,5,149,745,Iguatemi Esplanada
3672,2019-01-21,1,Camisa Gola V Listrado,2,116,232,Iguatemi Esplanada
3713,2019-01-21,1,Camiseta Estampa,1,196,196,Iguatemi Esplanada
3737,2019-01-21,1,Mochila Listrado,3,275,825,Iguatemi Esplanada
3737,2019-01-21,1,Mochila Estampa,2,277,554,Iguatemi Esplanada
3797,2019-01-21,1,Cueca Estampa,2,66,132,Iguatemi Esplanada
3797,2019-01-21,1,Casaco Listrado,2,269,538,Iguatemi Esplanada
3797,2019-01-21,1,Relógio Liso,5,216,1080,Iguatemi Esplanada
3797,2019-01-21,1,Relógio Listrado,1,218,218,Iguatemi Esplanada
3818,2019-01-21,1,Gorro Liso,2,92,184,Iguatemi Esplanada
3837,2019-01-21,1,Gorro Linho,2,124,248,Iguatemi Esplanada
3837,2019-01-21,1,Bermuda Liso,1,157,157,Iguatemi Esplanada
3873,2019-01-22,1,Camisa Gola V Xadrez,2,107,214,Iguatemi Esplanada
3873,2019-01-22,1,Gorro Listrado,2,97,194,Iguatemi Esplanada
3873,2019-01-22,1,Calça Listrado,1,181,181,Iguatemi Esplanada
3873,2019-01-22,1,Meia Liso,1,38,38,Iguatemi Esplanada
3893,2019-01-22,1,Polo Xadrez,4,142,568,Iguatemi Esplanada
3900,2019-01-22,1,Polo,1,130,130,Iguatemi Esplanada
3900,2019-01-22,1,Meia Listrado,1,37,37,Iguatemi Esplanada
3900,2019-01-22,1,Terno Linho,4,750,3000,Iguatemi Esplanada
3924,2019-01-22,1,Sunga Xadrez,1,116,116,Iguatemi Esplanada
3929,2019-01-22,1,Relógio Linho,3,240,720,Iguatemi Esplanada
3977,2019-01-22,1,Cueca,3,50,150,Iguatemi Esplanada
3977,2019-01-22,1,Camisa Gola V Listrado,1,116,116,Iguatemi Esplanada
3977,2019-01-22,1,Cinto Estampa,2,209,418,Iguatemi Esplanada
3992,2019-01-22,1,Cueca Liso,1,69,69,Iguatemi Esplanada
4018,2019-01-22,1,Casaco,1,250,250,Iguatemi Esplanada
4037,2019-01-22,1,Polo Linho,1,176,176,Iguatemi Esplanada
4090,2019-01-23,1,Pulseira Listrado,1,79,79,Iguatemi Esplanada
4090,2019-01-23,1,Casaco Listrado,3,269,807,Iguatemi Esplanada
4090,2019-01-23,1,Calça Estampa,2,177,354,Iguatemi Esplanada
4098,2019-01-23,1,Short Xadrez,5,100,500,Iguatemi Esplanada
4098,2019-01-23,1,Meia Estampa,1,50,50,Iguatemi Esplanada
4100,2019-01-23,1,Camisa Listrado,5,108,540,Iguatemi Esplanada
4100,2019-01-23,1,Mochila Liso,1,276,276,Iguatemi Esplanada
4100,2019-01-23,1,Cueca Estampa,1,66,66,Iguatemi Esplanada
4100,2019-01-23,1,Tênis Listrado,1,262,262,Iguatemi Esplanada
4100,2019-01-23,1,Casaco Liso,1,255,255,Iguatemi Esplanada
4187,2019-01-23,1,Camisa Gola V,3,100,300,Iguatemi Esplanada
4256,2019-01-24,1,Polo Liso,2,137,274,Iguatemi Esplanada
4261,2019-01-24,1,Pulseira Estampa,2,87,174,Iguatemi Esplanada
4261,2019-01-24,1,Cinto Estampa,1,209,209,Iguatemi Esplanada
4290,2019-01-24,1,Tênis Linho,3,294,882,Iguatemi Esplanada
4290,2019-01-24,1,Mochila,4,270,1080,Iguatemi Esplanada
4290,2019-01-24,1,Cueca Linho,2,93,186,Iguatemi Esplanada
4344,2019-01-24,1,Camisa,2,100,200,Iguatemi Esplanada
4344,2019-01-24,1,Cueca Xadrez,2,60,120,Iguatemi Esplanada
4365,2019-01-24,1,Camiseta Listrado,2,197,394,Iguatemi Esplanada
4455,2019-01-25,1,Polo Listrado,3,149,447,Iguatemi Esplanada
4455,2019-01-25,1,Camisa Gola V Estampa,1,118,118,Iguatemi Esplanada
4455,2019-01-25,1,Cueca Liso,3,69,207,Iguatemi Esplanada
4487,2019-01-25,1,Camisa Listrado,1,108,108,Iguatemi Esplanada
4487,2019-01-25,1,Sapato Liso,1,368,368,Iguatemi Esplanada
4546,2019-01-25,1,Calça Liso,2,190,380,Iguatemi Esplanada
4557,2019-01-25,1,Camiseta Estampa,2,196,392,Iguatemi Esplanada
4787,2019-01-26,1,Tênis Liso,4,266,1064,Iguatemi Esplanada
4787,2019-01-26,1,Calça Liso,1,190,190,Iguatemi Esplanada
4827,2019-01-27,1,Polo Liso,2,137,274,Iguatemi Esplanada
4835,2019-01-27,1,Meia Listrado,2,37,74,Iguatemi Esplanada
4835,2019-01-27,1,Gorro Linho,2,124,248,Iguatemi Esplanada
4840,2019-01-27,1,Camisa Listrado,5,108,540,Iguatemi Esplanada
4854,2019-01-27,1,Sunga Linho,5,149,745,Iguatemi Esplanada
4948,2019-01-27,1,Camisa Liso,2,105,210,Iguatemi Esplanada
5015,2019-01-28,1,Chinelo,2,60,120,Iguatemi Esplanada
5068,2019-01-28,1,Camiseta Xadrez,4,200,800,Iguatemi Esplanada
5068,2019-01-28,1,Terno Estampa,1,706,706,Iguatemi Esplanada
5159,2019-01-28,1,Terno Xadrez,3,709,2127,Iguatemi Esplanada
5159,2019-01-28,1,Tênis Estampa,1,256,256,Iguatemi Esplanada
5159,2019-01-28,1,Calça Linho,3,211,633,Iguatemi Esplanada
5168,2019-01-28,1,Relógio Estampa,4,219,876,Iguatemi Esplanada
5195,2019-01-29,1,Gorro Linho,1,124,124,Iguatemi Esplanada
5195,2019-01-29,1,Cueca Estampa,1,66,66,Iguatemi Esplanada
5238,2019-01-29,1,Camisa Listrado,1,108,108,Iguatemi Esplanada
5251,2019-01-29,1,Camiseta,1,180,180,Iguatemi Esplanada
5251,2019-01-29,1,Camisa Listrado,1,108,108,Iguatemi Esplanada
5251,2019-01-29,1,Calça Estampa,1,177,177,Iguatemi Esplanada
5251,2019-01-29,1,Terno Liso,1,720,720,Iguatemi Esplanada
5267,2019-01-29,1,Gorro Listrado,1,97,97,Iguatemi Esplanada
5267,2019-01-29,1,Short Estampa,1,96,96,Iguatemi Esplanada
5267,2019-01-29,1,Calça Listrado,1,181,181,Iguatemi Esplanada
5267,2019-01-29,1,Camiseta Linho,1,223,223,Iguatemi Esplanada
5319,2019-01-29,1,Meia Xadrez,3,41,123,Iguatemi Esplanada
5319,2019-01-29,1,Calça Linho,2,211,422,Iguatemi Esplanada
5319,2019-01-29,1,Short Listrado,2,102,204,Iguatemi Esplanada
5387,2019-01-29,1,Chinelo Xadrez,1,66,66,Iguatemi Esplanada
5387,2019-01-29,1,Short Xadrez,3,100,300,Iguatemi Esplanada
5387,2019-01-29,1,Camisa Estampa,2,113,226,Iguatemi Esplanada
5405,2019-01-30,1,Cinto Estampa,2,209,418,Iguatemi Esplanada
5405,2019-01-30,1,Polo Liso,1,137,137,Iguatemi Esplanada
5405,2019-01-30,1,Calça Linho,3,211,633,Iguatemi Esplanada
5454,2019-01-30,1,Casaco Linho,1,299,299,Iguatemi Esplanada
5454,2019-01-30,1,Casaco,2,250,500,Iguatemi Esplanada
5465,2019-01-30,1,Terno Liso,3,720,2160,Iguatemi Esplanada
5465,2019-01-30,1,Mochila,2,270,540,Iguatemi Esplanada
5467,2019-01-30,1,Sunga,2,100,200,Iguatemi Esplanada
5467,2019-01-30,1,Sapato,3,350,1050,Iguatemi Esplanada
5467,2019-01-30,1,Cueca Xadrez,2,60,120,Iguatemi Esplanada
5467,2019-01-30,1,Tênis Xadrez,1,259,259,Iguatemi Esplanada
5467,2019-01-30,1,Sunga Estampa,1,120,120,Iguatemi Esplanada
5501,2019-01-30,1,Calça Linho,3,211,633,Iguatemi Esplanada
5568,2019-01-30,1,Terno,3,700,2100,Iguatemi Esplanada
5568,2019-01-30,1,Camisa Liso,4,105,420,Iguatemi Esplanada
5568,2019-01-30,1,Camisa Linho,4,141,564,Iguatemi Esplanada
5568,2019-01-30,1,Casaco Estampa,1,256,256,Iguatemi Esplanada
5647,2019-01-31,1,Camisa Xadrez,4,105,420,Iguatemi Esplanada
5647,2019-01-31,1,Sapato,1,350,350,Iguatemi Esplanada
5647,2019-01-31,1,Meia Estampa,2,50,100,Iguatemi Esplanada
5675,2019-01-31,1,Bermuda Listrado,2,163,326,Iguatemi Esplanada
5675,2019-01-31,1,Calça Estampa,3,177,531,Iguatemi Esplanada
5675,2019-01-31,1,Chinelo Liso,1,71,71,Iguatemi Esplanada
5706,2019-01-31,1,Chinelo,4,60,240,Iguatemi Esplanada
5739,2019-01-31,1,Pulseira Linho,2,114,228,Iguatemi Esplanada
5739,2019-01-31,1,Polo Xadrez,2,142,284,Iguatemi Esplanada
5766,2019-01-31,1,Cinto Liso,1,209,209,Iguatemi Esplanada
5766,2019-01-31,1,Bermuda Linho,3,195,585,Iguatemi Esplanada
5766,2019-01-31,1,Camisa Gola V Listrado,2,116,232,Iguatemi Esplanada
5770,2019-01-31,1,Gorro Linho,3,124,372,Iguatemi Esplanada
5770,2019-01-31,1,Sapato Xadrez,2,368,736,Iguatemi Esplanada
5803,2019-02-01,1,Camisa Gola V,2,100,200,Iguatemi Esplanada
5812,2019-02-01,1,Short Xadrez,1,100,100,Iguatemi Esplanada
5840,2019-02-01,1,Terno Listrado,1,709,709,Iguatemi Esplanada
5855,2019-02-01,1,Short Xadrez,1,100,100,Iguatemi Esplanada
5873,2019-02-01,1,Pulseira Linho,3,114,342,Iguatemi Esplanada
5876,2019-02-01,1,Terno Estampa,5,706,3530,Iguatemi Esplanada
5947,2019-02-01,1,Sapato Linho,1,391,391,Iguatemi Esplanada
5947,2019-02-01,1,Casaco Estampa,1,256,256,Iguatemi Esplanada
5979,2019-02-01,1,Gorro Estampa,2,93,186,Iguatemi Esplanada
5986,2019-02-02,1,Chinelo Liso,1,71,71,Iguatemi Esplanada
5986,2019-02-02,1,Camisa Gola V Linho,4,145,580,Iguatemi Esplanada
5995,2019-02-02,1,Short,4,90,360,Iguatemi Esplanada
6028,2019-02-02,1,Tênis Linho,5,294,1470,Iguatemi Esplanada
6028,2019-02-02,1,Bermuda Estampa,1,169,169,Iguatemi Esplanada
6028,2019-02-02,1,Cueca Liso,5,69,345,Iguatemi Esplanada
6028,2019-02-02,1,Bermuda,2,150,300,Iguatemi Esplanada
6053,2019-02-02,1,Calça Estampa,2,177,354,Iguatemi Esplanada
6055,2019-02-02,1,Gorro Linho,1,124,124,Iguatemi Esplanada
6055,2019-02-02,1,Cinto Estampa,1,209,209,Iguatemi Esplanada
6055,2019-02-02,1,Camiseta Estampa,2,196,392,Iguatemi Esplanada
6081,2019-02-02,1,Camisa Xadrez,2,105,210,Iguatemi Esplanada
6081,2019-02-02,1,Camiseta Xadrez,1,200,200,Iguatemi Esplanada
6094,2019-02-02,1,Terno Xadrez,5,709,3545,Iguatemi Esplanada
6094,2019-02-02,1,Sunga Liso,3,114,342,Iguatemi Esplanada
6094,2019-02-02,1,Bermuda Estampa,3,169,507,Iguatemi Esplanada
